P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HAT-P-44 b,3.0,111.87546,-9.2170121,9.2170121,4.301219,0.0507,0.044,89.1,113.0,,0.14,HAT-P-44,213.14407,47.014687,,363.0,0.33,0.94,0.95,,7.5,5295.0,4.46,0.0023848078,0.050749078,0.0484692,0.0529308,0.050712278,247.51675,226.87299,270.56275,1010.1556,988.75936,1033.2655,Jovian,0.95,0.63562316,0.61515228,1.4709787,0.77917631,1.3946208,0.82432239,1.3946208,0.75219127,1.3946208,2.1526015,0.86673152,0.49028018,0,0,0,0.068902393,13.92282,111.87546,0.0507
HAT-P-44 c,3.0,1271.312,-254.2624,444.9592,872.2,1.752,0.494,,,,4.83,HAT-P-44,213.14407,47.014687,,363.0,0.33,0.94,0.95,,7.5,5295.0,4.46,0.098064375,1.9657755,0.886512,2.617488,1.8102955,0.23816665,0.092774862,0.80878014,169.07138,140.60556,241.60311,Jovian,0.95,0.63562316,0.61515228,1.4709787,0.77917631,1.3946208,0.82432239,1.3946208,0.75219127,1.3946208,2.1526015,0.86673152,0.49028018,0,0,0,0.25420004,12.952003,1271.312,1.752
HAT-P-45 b,3.0,283.50258,-31.464972,43.542436,3.128992,0.0452,0.049,87.8,146.0,,0.148,HAT-P-45,274.37324,-3.381036,,305.0,0.07,1.26,1.32,,2.0,6330.0,4.3,0.0026151683,0.045254263,0.0429852,0.0474148,0.04521358,1228.2774,1114.8681,1356.4802,1507.5555,1472.1457,1546.1381,Jovian,1.32,2.5064056,1.1489577,2.6743304,1.4552751,2.5355091,1.5381748,2.5355091,1.4046665,2.5355091,4.2745406,5.6562801,0.43369727,0,0,0,0.057896597,15.98546,283.50258,0.0452
HAT-P-46 b,3.0,156.68921,-16.527056,26.061896,4.463129,0.0577,0.123,85.5,70.0,,0.195,HAT-P-46,270.4442,-2.970947,,296.0,0.3,1.28,1.4,,2.5,6120.0,4.25,0.0025132575,0.058136472,0.0506029,0.0647971,0.057809672,745.6055,586.73131,962.05432,1327.4931,1253.8764,1418.8772,Jovian,1.4,2.4634877,1.1536485,2.6960554,1.4612249,2.5561061,1.5447142,2.5561061,1.4104563,2.5561061,4.2377855,3.9639297,0.45249956,0,0,0,0.064136187,14.39364,156.68921,0.0577
HAT-P-49 b,3.0,699.22161,-187.51852,187.51852,2.69155,,0.0,86.2,,,,HAT-P-49,305.4414,26.692652,10.326,353.89,0.07,2.22,2.06,F,,6820.0,4.1,0.0033612541,0.049388842,0.049388842,0.049388842,0.049388843,3372.119,3372.119,3372.119,1941.4251,1941.4251,1941.4251,Jovian,2.06,8.2254674,2.0244808,4.6801915,2.5641853,4.4372514,2.7093189,4.4372514,2.4748409,4.4372514,7.7436206,15.853416,0.60182301,0,0,0,0.051947458,17.8239,699.22161,0.049388842
HAT-P-5 b,3.0,311.47144,-63.565601,63.565601,2.78849,,0.0,86.75,,,,HAT-P-5,274.40548,36.62141,12.0,306.01,0.24,1.04,1.12,G,,5960.0,4.37,0.002628332,0.039273541,0.039273541,0.039273541,0.039273542,919.41084,919.41084,919.41084,1402.8858,1402.8858,1402.8858,Jovian,1.12,1.4181094,0.88388158,2.0729407,1.1195399,1.9653364,1.1836621,1.9653364,1.0806703,1.9653364,3.2152788,2.8098827,0.46740739,0,0,0,0.067297284,13.5641,311.47144,0.039273541
HAT-P-50 b,3.0,429.0678,-23.201444,23.201444,3.1220109,0.0453,0.115,83.65,,,0.0911,HAT-P-50,118.06341,12.13941,11.762,497.0,-0.18,1.27,1.7,F5,3.37,6280.0,4.07,0.0027929774,0.045599546,0.0400905,0.0505095,0.045375214,1975.6936,1578.6248,2505.7753,1694.306,1605.8857,1802.5214,Jovian,1.7,4.0274028,1.4608145,3.4032511,1.8502769,3.2265923,1.9557515,3.2265923,1.7859457,3.2265923,5.4184654,5.2043849,0.47434872,0,0,0,0.063072362,14.43848,429.0678,0.0453
HAT-P-51 b,3.0,98.208853,-5.7209041,5.7209041,4.2180278,0.05069,0.123,88.48,,,0.108,HAT-P-51,21.06519,32.810764,13.44,470.0,0.27,0.98,1.04,G7,8.2,5449.0,4.39,0.0020654528,0.051073445,0.04445513,0.05692487,0.050786348,335.03355,263.64435,432.29358,1086.8687,1026.5959,1161.6883,Jovian,1.04,0.8543239,0.70713334,1.6821947,0.89567983,1.594873,0.94742654,1.594873,0.86464519,1.594873,2.4956004,1.1450369,0.50458675,0,0,0,0.065484818,14.49453,98.208853,0.05069
HAT-P-52 b,3.0,259.98331,-9.2170121,9.2170121,2.7535953,0.03694,0.047,87.02,,,0.0959,HAT-P-52,42.721679,29.022396,14.068,385.0,0.28,0.89,0.89,K1,9.4,5131.0,4.48,0.0023364697,0.0369808,0.03520382,0.03867618,0.036950209,360.88027,328.84374,396.91466,1109.9557,1084.9065,1137.1538,Jovian,0.89,0.49189988,0.54581712,1.312978,0.69135616,1.2448214,0.7315426,1.2448214,0.66742234,1.2448214,1.8936605,0.64210881,0.49989196,0,0,0,0.080637705,11.31089,259.98331,0.03694
HAT-P-53 b,3.0,471.65676,-17.798368,17.798368,1.9616241,0.03159,0.134,86.2,,,0.0439,HAT-P-53,21.871105,38.968147,13.73,719.0,0.0,1.09,1.21,,4.67,5956.0,4.31,0.0020697565,0.031873615,0.02735694,0.03582306,0.031661328,1669.2194,1286.3311,2205.6831,1622.9304,1525.749,1745.9455,Jovian,1.21,1.650738,0.95385905,2.2372669,1.2081748,2.1211326,1.2773778,2.1211326,1.1662285,2.1211326,3.4689884,2.8346631,0.47597757,0,0,0,0.061887128,14.77478,471.65676,0.03159
HAT-P-54 b,3.0,241.54928,-10.170496,10.170496,3.799847,0.04117,0.074,87.04,,,0.285,HAT-P-54,99.898003,25.48254,13.6,144.25,-0.127,0.65,0.62,K7,3.9,4390.0,4.67,0.0027416238,0.041282723,0.03812342,0.04421658,0.041198237,75.676448,65.427422,88.012914,750.6511,724.57753,780.33576,Jovian,0.62,0.12791754,0.28706786,0.71290152,0.36361636,0.67589199,0.38508764,0.67589199,0.35103117,0.67589199,0.96567019,0.16189857,0.38878251,0,0,0,0.096403172,10.58224,241.54928,0.04117
HAT-P-55 b,3.0,184.9759,-17.798368,17.798368,3.5852467,0.04604,0.139,87.7,,,0.0959,HAT-P-55,264.27345,25.731186,13.207,480.0,-0.03,1.01,1.01,,4.2,5808.0,4.43,0.0022517574,0.046484769,0.03964044,0.05243956,0.046151906,495.45448,378.19845,661.85201,1197.5938,1123.5046,1292.2161,Jovian,1.01,1.0400107,0.76395014,1.7984226,0.96763675,1.7050682,1.0231933,1.7050682,0.93406292,1.7050682,2.7534848,2.1430926,0.45590411,0,0,0,0.069688392,13.25022,184.9759,0.04604
HAT-P-56 b,3.0,734.18269,-139.84432,139.84432,2.79083,,,82.13,,,,HAT-P-56,100.84804,27.252293,10.908,323.5,0.0,1.42,1.47,F8,,6566.0,3.39,0.0034998685,0.04359412,0.04359412,0.04359412,0.043594122,1893.5248,1893.5248,1893.5248,1680.5934,1680.5934,1680.5934,Jovian,1.47,3.5985441,1.3578004,3.1487402,1.7197856,2.9852935,1.8174425,2.9852935,1.6599192,2.9852935,5.1218539,8.8291864,0.51853799,0,0,0,0.054693141,16.9271,734.18269,0.04359412
HAT-P-57 b,3.0,448.13748,-483.09856,483.09856,2.4653,,0.0,88.26,,,,HAT-P-57,274.74342,10.597294,10.465,282.08,-0.25,2.77,1.85,A8 V,,6330.0,4.25,0.0027332437,0.050147504,0.050147504,0.050147504,0.050147506,1957.7097,1957.7097,1957.7097,1694.6577,1694.6577,1694.6577,Jovian,1.85,4.9231939,1.6102816,3.7481146,2.0395902,3.5535544,2.1557753,3.5535544,1.9686614,3.5535544,5.9908334,7.35474,0.64790459,0,0,0,0.04805426,19.5054,448.13748,0.050147504
HAT-P-6 b,3.0,419.53296,-95.348401,95.348401,3.85298,,0.0,85.51,,,,HAT-P-6,354.77422,42.465973,10.44,277.5,-0.13,1.79,1.62,,,6570.0,4.22,0.0036009296,0.058388197,0.058388197,0.058388197,0.058388199,1285.0796,1285.0796,1285.0796,1525.3778,1525.3778,1525.3778,Jovian,1.62,4.3810696,1.4978335,3.4732831,1.8971509,3.2929899,2.0048737,3.2929899,1.8311092,3.2929899,5.6513714,9.6034376,0.56014716,0,0,0,0.05595888,16.5908,419.53296,0.058388197
HAT-P-65 b,3.0,167.49536,-26.379724,26.379724,2.6054552,0.03951,0.304,84.2,,,0.047,HAT-P-65,315.90549,11.989404,13.145,841.0,0.1,1.21,1.86,G2,5.46,5835.0,3.98,0.0014228986,0.041335678,0.02749896,0.05152104,0.039980896,2416.1311,1353.6573,4751.6609,1754.2365,1545.3331,2115.2235,Jovian,1.86,3.5931717,1.4176754,3.3350379,1.7956588,3.1619192,1.8987106,3.1619192,1.7333482,3.1619192,5.1180292,2.3841896,0.50584648,0,0,0,0.044441259,21.1869,167.49536,0.03951
HAT-P-66 b,3.0,248.85933,-18.116196,18.116196,2.972086,0.04363,0.09,86.2,,,0.0471,HAT-P-66,150.57263,53.950863,12.993,927.0,0.035,1.25,1.88,G0,4.66,6002.0,3.99,0.0023189592,0.043806702,0.0397033,0.0475567,0.043674294,2167.6239,1817.0417,2606.9644,1735.7175,1663.3595,1820.4497,Jovian,1.88,4.1094936,1.500792,3.5163478,1.9009273,3.3338177,2.0097331,3.3338177,1.8349163,3.3338177,5.4734093,3.2110769,0.4980342,0,0,0,0.052121025,17.8239,248.85933,0.04363
HAT-P-67 b,3.0,108.06152,-60.387321,79.457001,4.8101025,0.06505,0.0,88.8,,,0.203,HAT-P-67,256.61069,44.776981,10.069,320.0,-0.08,1.64,2.55,,1.24,6406.0,3.85,0.0026280981,0.06505,0.06505,0.06505,0.065050002,2318.5803,2318.5803,2318.5803,1767.8705,1767.8705,1767.8705,Jovian,2.55,9.8110784,2.2629363,5.2604829,2.8662398,4.9874177,3.0293447,4.9874177,2.7665309,4.9874177,8.4571132,7.0370987,0.43726334,0,0,0,0.040601024,23.37285,108.06152,0.06505
HAT-P-69 b,3.0,1137.8243,-184.34024,184.34024,4.7869491,0.06555,0.0,87.19,,,0.191,HAT-P-69,130.50564,3.710566,,343.9,-0.069,1.65,1.93,,1.27,7394.0,4.11,0.0057927971,0.06555,0.06555,0.06555,0.065550002,2321.5373,2321.5373,2321.5373,1768.4339,1768.4339,1768.4339,Jovian,1.93,9.9751871,2.190104,5.0472105,2.7739402,4.7852252,2.9302043,4.7852252,2.67719,4.7852252,8.5275504,38.498005,0.43989947,0,0,0,0.049644602,18.78796,1137.8243,0.06555
HAT-P-7 b,3.0,584.80353,-168.44884,168.44884,2.20474,,0.0,83.11,,,,HAT-P-7,292.24731,47.969513,10.463,344.46,0.26,1.56,2.0,,,6389.0,4.07,0.002772488,0.038440527,0.038440527,0.038440527,0.038440528,4041.1179,4041.1179,4041.1179,2031.2823,2031.2823,2031.2823,Jovian,2.0,5.9714554,1.767223,4.1092833,2.2383693,3.8959755,2.3657743,3.8959755,2.160508,3.8959755,6.5978717,6.7215571,0.5350479,0,0,0,0.05439675,16.9271,584.80353,0.038440527
HAT-P-70 b,3.0,2154.8739,,,2.7443245,0.04739,0.0,96.5,,,0.144,HAT-P-70,74.552333,9.997979,,329.0,-0.059,1.89,1.86,,0.6,8450.0,4.18,0.0049521289,0.04739,0.04739,0.04739,0.047390001,7036.6825,7036.6825,7036.6825,2333.3877,2333.3877,2333.3877,Jovian,1.86,15.803067,2.7566073,6.3527473,3.4914615,6.0229955,3.6881457,6.0229955,3.3696853,6.0229955,10.733329,247.17132,0.40619756,0,0,0,0.04459505,20.9627,2154.8739,0.04739
HAT-P-8 b,3.0,406.81984,-85.813561,85.813561,3.07634,,0.0,87.8,,,,HAT-P-8,343.04107,35.447109,10.3,212.84,0.01,1.27,1.57,F6,,6200.0,4.15,0.0030675032,0.044819501,0.044819501,0.044819501,0.044819502,1624.5036,1624.5036,1624.5036,1617.4285,1617.4285,1617.4285,Jovian,1.57,3.2632828,1.3213304,3.0829493,1.6736092,2.9229168,1.7691217,2.9229168,1.615441,2.9229168,4.8774309,4.5360723,0.49959609,0,0,0,0.058648175,15.694,406.81984,0.044819501
HAT-P-9 b,3.0,238.05317,-20.023164,20.340992,3.9228107,0.05287,0.084,86.44,152.0,2457811.7,0.11,HAT-P-9,110.16853,37.140652,12.297,480.0,0.12,1.28,1.34,F7,,6350.0,4.29,0.0027651031,0.053056525,0.04842892,0.05731108,0.052916741,939.10066,796.37196,1115.2791,1408.4669,1353.3929,1472.2813,Jovian,1.34,2.6157314,1.1723458,2.7278235,1.4848978,2.5862255,1.5694615,2.5862255,1.4332545,2.5862255,4.3667703,5.8848186,0.50090394,0,0,0,0.059388566,15.61553,238.05317,0.05287
HATS-1 b,3.0,589.57095,-62.294289,83.270937,3.446459,0.0444,0.12,85.6,,,0.146,HATS-1,175.52534,-23.354836,12.053,303.0,,0.99,1.04,,,5870.0,,0.0032881464,0.04471968,0.039072,0.049728,0.044480302,587.88373,465.27074,753.6617,1251.0884,1183.2359,1334.8701,Jovian,1.04,1.1505559,0.80051767,1.8815272,1.0139523,1.7838589,1.0721096,1.7838589,0.97876222,1.7838589,2.8961272,2.3681263,0.45979353,0,0,0,0.063736251,14.59542,589.57095,0.0444
HATS-10 b,3.0,167.17753,-25.744068,25.744068,3.312846,0.04491,0.501,87.79,,,0.0905,HATS-10,294.30681,-22.204477,13.113,496.0,0.15,1.1,1.1,,3.3,5880.0,4.39,0.0011962553,0.050546227,0.02241009,0.06740991,0.046451142,742.43185,285.19101,2580.454,1261.2249,1046.9571,1815.8039,Jovian,1.1,1.2959353,0.84907327,1.9951548,1.0754535,1.8915882,1.1371284,1.8915882,1.0381274,1.8915882,3.0736572,2.4952757,0.45058292,0,0,0,0.081889194,10.86249,167.17753,0.04491
HATS-11 b,3.0,,,,3.619188,0.0507,,,,,0.0524,HATS-11,289.40076,-22.389927,14.018,967.34,0.03,1.33,1.54,G0,,6563.0,4.19,,0.0507,0.0507,0.0507,0.050700001,1533.6413,1533.6413,1533.6413,1594.3213,1594.3213,1594.3213,Jovian,1.54,3.9422095,1.4214014,3.2963694,1.8003426,3.1252595,1.9025778,3.1252595,1.7376726,3.1252595,5.3608496,8.5941599,0.507343,0,0,0,0.051761042,18.03689,1000.0,0.0507
HATS-12 b,3.0,,,,3.142702,0.0441,,,,,0.0861,HATS-12,289.20239,-19.355907,12.756,512.41,-0.1,1.16,1.17,F,,6357.0,4.36,,0.0441,0.0441,0.0441,0.044100001,1029.8928,1029.8928,1029.8928,1443.2545,1443.2545,1443.2545,Jovian,1.17,2.0029459,1.0254451,2.3857279,1.2988325,2.2618876,1.3727928,2.2618876,1.2536591,2.2618876,3.8211878,5.7637514,0.48473434,0,0,0,0.10794607,7.75732,46.519402,0.0441
HATS-13 b,3.0,172.58061,-22.883616,22.883616,3.0440499,0.04057,0.181,88.55,,,0.0852,HATS-13,316.96146,-26.096655,13.887,476.0,0.05,0.96,0.89,,2.5,5523.0,4.52,0.0018757762,0.041234557,0.03322683,0.04791317,0.040737955,407.93589,287.64645,598.1237,1137.8565,1049.2033,1259.9191,Jovian,0.89,0.66034187,0.6190746,1.4692667,0.78414007,1.3929982,0.82938193,1.3929982,0.75696324,1.3929982,2.1940584,1.2913598,0.41112313,0,0,0,0.068652447,13.58652,172.58061,0.04057
HATS-14 b,3.0,340.39379,-22.24796,22.24796,2.7667641,0.03815,0.142,88.83,,,0.0744,HATS-14,313.21548,-25.687334,13.79,513.0,0.33,0.97,0.93,,4.9,5346.0,4.48,0.002309424,0.038534628,0.0327327,0.0435673,0.038246803,439.34388,333.46409,590.75404,1161.9567,1088.6974,1256.0201,Jovian,0.93,0.63295139,0.61215898,1.4612471,0.77538395,1.3853945,0.82026673,1.3853945,0.74852627,1.3853945,2.1480726,0.95605872,0.46151033,0,0,0,0.078135431,11.64719,340.39379,0.03815
HATS-15 b,3.0,689.68677,-47.6742,47.6742,1.7474875,0.02712,0.126,87.13,,,0.0394,HATS-15,311.09196,-19.43751,14.774,689.0,0.0,0.87,0.92,G9 V,11.0,5311.0,4.45,0.0021943061,0.027335279,0.02370288,0.03053712,0.027174103,826.92329,647.01352,1073.9085,1362.1022,1284.9116,1458.4338,Jovian,0.92,0.60335026,0.59881415,1.431113,0.7584815,1.3568246,0.80241507,1.3568246,0.73221198,1.3568246,2.0972419,0.86819966,0.50928791,0,0,0,0.072989217,12.38705,689.68677,0.02712
HATS-16 b,3.0,1039.2976,-60.387321,60.387321,2.686502,0.03744,0.0,83.53,,,0.0484,HATS-16,358.55871,-30.012999,13.834,774.0,-0.1,0.97,1.24,G3 V,9.5,5738.0,4.24,0.0038321613,0.03744,0.03744,0.03744,0.037440001,1065.375,1065.375,1065.375,1455.5279,1455.5279,1455.5279,Jovian,1.24,1.4933933,0.9193051,2.1681875,1.1644151,2.0556388,1.2313473,2.0556388,1.1240254,2.0556388,3.2995208,1.8748339,0.51535048,0,0,0,0.063012482,14.573,1039.2976,0.03744
HATS-17 b,3.0,425.25387,-20.65882,20.65882,16.254611,0.1308,0.029,89.08,,,0.386,HATS-17,192.1898,-47.613693,12.39,339.0,0.3,1.13,1.09,G V,2.1,5846.0,4.42,0.0091721002,0.130855,0.1270068,0.1345932,0.13081376,72.701621,68.632631,77.076669,743.81069,733.29306,754.87605,Jovian,1.09,1.2433027,0.83336868,1.9599245,1.0555628,1.8581867,1.1161301,1.8581867,1.0189323,1.8581867,3.0105942,2.3749025,0.42165203,0,0,0,0.1120395,8.71017,425.25387,0.1308
HATS-18 b,3.0,629.14053,-24.154928,24.154928,0.83784,0.0174,,85.29,,,0.027,HATS-18,173.9574,-29.156012,14.067,645.0,,1.04,1.02,G V,,5600.0,,0.0014719935,0.0174,0.0174,0.0174,0.0174,3027.9075,3027.9075,3027.9075,1889.864,1889.864,1889.864,Jovian,1.02,0.91672927,0.72617251,1.7194238,0.91979192,1.6301698,0.97278798,1.6301698,0.88790465,1.6301698,2.5851415,1.5138601,0.46740739,0,0,0,0.061143467,14.89809,629.14053,0.0174
HATS-2 b,3.0,427.47866,-47.6742,47.6742,1.354133,0.023,0.0,87.2,0.0,,0.0639,HATS-2,176.73909,-22.562992,13.562,360.0,0.15,0.88,0.9,K,9.7,5227.0,4.48,0.0018085213,0.023,0.023,0.023,0.023000001,1024.0661,1024.0661,1024.0661,1441.2088,1441.2088,1441.2088,Jovian,0.9,0.54173097,0.56996398,1.366218,0.72194014,1.295298,0.76382493,1.295298,0.69694191,1.295298,1.9872642,0.75439739,0.5006271,0,0,0,0.069296703,13.09328,427.47866,0.023
HATS-22 b,3.0,870.84873,-34.96108,34.96108,4.7228124,0.05025,0.079,87.96,56.0,,0.242,HATS-22,174.00972,-29.543312,13.455,207.9,0.0,0.76,0.69,K V,,4803.0,4.64,0.004844221,0.050406805,0.04628025,0.05421975,0.050289289,90.182964,77.218641,105.98534,784.18126,755.22342,817.44088,Jovian,0.69,0.22700592,0.37653951,0.91780501,0.47694441,0.87016073,0.50485614,0.87016073,0.46044068,0.87016073,1.2864187,0.34675532,0.42100668,0,0,0,0.09348354,10.68313,870.84873,0.05025
HATS-23 b,3.0,467.20716,-22.883616,22.883616,2.1605156,0.03397,0.114,81.02,,,0.0455,HATS-23,286.3667,-50.067352,13.901,747.0,0.28,1.12,1.2,G V,4.2,5780.0,4.33,0.0022494601,0.034190737,0.03009742,0.03784258,0.034025426,1256.0645,1005.5439,1589.6589,1512.982,1434.6474,1608.6846,Jovian,1.2,1.44,0.90045033,2.1213204,1.1405319,2.0112046,1.2060454,2.0112046,1.1009638,2.0112046,3.2400001,2.1140497,0.47188814,0,0,0,0.045500922,20.8506,467.20716,0.03397
HATS-24 b,3.0,718.29129,-54.03076,54.03076,1.3484978,0.0238,0.0,85.97,90.0,,0.0467,HATS-24,268.89069,-61.747311,12.83,510.0,-0.229,1.07,1.12,F V,3.7,6125.0,4.37,0.0020844962,0.0238,0.0238,0.0238,0.023800001,2792.5127,2792.5127,2792.5127,1852.0116,1852.0116,1852.0116,Jovian,1.12,1.5817909,0.92414566,2.1594874,1.1705338,2.0473907,1.237409,2.0473907,1.129864,2.0473907,3.3957703,3.7662962,0.45504364,0,0,0,0.058563842,15.63795,718.29129,0.0238
HATS-25 b,3.0,194.82857,-13.348776,13.348776,4.2986432,0.05163,0.176,86.93,,,0.111,HATS-25,207.90778,-23.781174,13.097,466.0,0.02,0.99,1.11,G,7.5,5715.0,4.35,0.0024752573,0.052429645,0.04254312,0.06071688,0.051831975,448.77435,319.43364,650.64016,1165.7245,1077.0604,1286.7084,Jovian,1.11,1.1776047,0.81746448,1.9292139,1.0354219,1.8290701,1.0949623,1.8290701,0.99950984,1.8290701,2.9299725,1.8144984,0.49882336,0,0,0,0.066152413,14.1246,194.82857,0.05163
HATS-26 b,3.0,206.5882,-24.154928,24.154928,3.3023881,0.04735,0.245,86.2,,,0.0522,HATS-26,144.92686,-28.58559,12.955,907.0,-0.02,1.3,2.04,F,4.04,6071.0,3.94,0.0019368955,0.048771092,0.03574925,0.05895075,0.047712479,2330.1925,1457.509,3963.2917,1749.7516,1574.1558,2021.431,Jovian,2.04,5.065122,1.6591731,3.8814886,2.1015313,3.6800045,2.2216932,3.6800045,2.0285319,3.6800045,6.0765731,3.6627783,0.49272302,0,0,0,0.047717259,19.6175,206.5882,0.04735
HATS-27 b,3.0,168.44884,-41.31764,41.31764,4.637038,0.0611,0.581,87.3,,,0.0727,HATS-27,193.55256,-46.587715,12.766,840.0,0.09,1.42,1.74,F,2.3,6438.0,4.11,0.0012582502,0.071412489,0.0256009,0.0965991,0.064020172,1533.6832,499.39578,7110.1795,1479.3954,1204.3595,2339.4569,Jovian,1.74,4.6600549,1.5566465,3.6167606,1.9716501,3.4290191,2.0837992,3.4290191,1.9030522,3.4290191,5.8285334,7.0862682,0.46196484,0,0,0,0.055153779,16.815,168.44884,0.0611
HATS-28 b,3.0,213.58042,-27.651036,27.651036,3.1810781,0.04131,0.202,86.17,,,0.0793,HATS-28,284.39968,-49.13847,13.934,521.0,0.01,0.93,0.92,G,6.2,5498.0,4.48,0.002019309,0.042152807,0.03296538,0.04965462,0.041523583,414.59034,281.03727,637.62755,1140.6918,1043.1239,1280.2261,Jovian,0.92,0.69292023,0.63507157,1.5084099,0.80440288,1.4301094,0.85083473,1.4301094,0.77652624,1.4301094,2.2475295,1.2240474,0.47327958,0,0,0,0.06950098,13.38474,213.58042,0.04131
HATS-29 b,3.0,207.54169,-20.023164,20.023164,4.6058749,0.05475,0.158,87.37,,,0.156,HATS-29,285.09642,-54.893192,12.612,351.0,0.16,1.03,1.07,G,5.5,5670.0,4.39,0.0027033615,0.05543339,0.0460995,0.0634005,0.054922268,358.18704,263.75644,498.8799,1103.1074,1026.705,1204.0483,Jovian,1.07,1.0602016,0.77772237,1.8377413,0.98508469,1.7423457,1.041774,1.7423457,0.95092464,1.7423457,2.7800845,1.7018265,0.47998872,0,0,0,0.067162776,14.02371,207.54169,0.05475
HATS-3 b,3.0,340.39379,-43.224608,43.224608,3.547851,0.0485,0.0,86.2,,,0.107,HATS-3,312.45744,-24.428793,12.44,453.0,-0.157,1.21,1.4,F,3.2,6351.0,4.22,0.0031787695,0.0485,0.0485,0.0485,0.048500001,1214.59,1214.59,1214.59,1504.0156,1504.0156,1504.0156,Jovian,1.4,2.8570193,1.2251515,2.8506435,1.5517818,2.70267,1.6401532,2.70267,1.4978121,2.70267,4.5637343,5.7854569,0.46274843,0,0,0,0.059591911,15.48101,340.39379,0.0485
HATS-30 b,3.0,224.38657,-12.395292,12.395292,3.1743516,0.04354,0.096,86.84,,,0.128,HATS-30,5.618693,-59.942551,12.192,339.0,0.06,1.09,1.06,G,2.3,5943.0,4.42,0.0023246925,0.043740632,0.03936016,0.04771984,0.043590311,665.51363,551.47438,810.60558,1291.7568,1234.5999,1359.4001,Jovian,1.06,1.2558082,0.83262774,1.9535203,1.0546214,1.852115,1.1150414,1.852115,1.0180084,1.852115,3.0256969,2.7720554,0.42298176,0,0,0,0.069496801,13.17175,224.38657,0.04354
HATS-31 b,3.0,279.68864,-38.13936,38.13936,3.37796,0.0478,0.233,85.0,,,0.0548,HATS-31,191.70279,-24.427364,13.105,872.0,0.0,1.27,1.87,,4.3,6050.0,4.0,0.0022146181,0.049097507,0.0366626,0.0589374,0.048130309,1889.1148,1208.4019,3122.8192,1662.2025,1502.0963,1904.5028,Jovian,1.87,4.1975256,1.5123428,3.539611,1.9155552,3.3558734,2.025118,3.3558734,1.8490221,3.3558734,5.5317233,3.5055993,0.49401199,0,0,0,0.050742785,18.3844,279.68864,0.0478
HATS-32 b,3.0,292.40176,-31.7828,31.7828,2.8126548,0.04024,0.471,87.1,,,0.048,HATS-32,346.07507,-21.271938,14.384,839.0,0.39,1.1,1.1,,3.5,5700.0,4.4,0.0013690772,0.044703441,0.02128696,0.05919304,0.041446813,801.1675,326.61201,2525.4929,1294.3231,1083.0611,1806.057,Jovian,1.1,1.1443884,0.80657326,1.9043044,1.0216272,1.8054536,1.0803893,1.8054536,0.98619574,1.8054536,2.8883545,1.8315438,0.45502341,0,0,0,0.065615001,14.00129,292.40176,0.04024
HATS-33 b,3.0,378.85098,-16.844884,16.844884,2.5495551,0.03727,0.08,87.62,,,0.146,HATS-33,294.63364,-55.330105,11.911,255.0,0.29,1.06,1.02,,3.0,5659.0,4.45,0.0024339965,0.037389264,0.0342884,0.0402516,0.037299883,690.43562,590.04002,813.11753,1304.377,1255.6404,1360.4521,Jovian,1.02,0.95597771,0.73898708,1.746759,0.93602177,1.6560862,0.98989775,1.6560862,0.90356449,1.6560862,2.6399011,1.6860257,0.4380399,0,0,0,0.066718275,13.7883,378.85098,0.03727
HATS-34 b,3.0,299.07615,-22.883616,22.883616,2.1061607,0.03166,0.108,82.28,,,0.0595,HATS-34,0.774485,-62.469341,13.849,532.0,0.25,0.95,0.98,,7.7,5380.0,4.43,0.0019216769,0.031844641,0.02824072,0.03507928,0.03170634,723.42876,585.82589,903.8958,1318.3761,1253.3924,1396.9295,Jovian,0.98,0.72089149,0.65207966,1.5547526,0.82594832,1.4740462,0.87372744,1.4740462,0.79733621,1.4740462,2.2924439,1.0065527,0.49417544,0,0,0,0.058351948,16.0303,299.07615,0.03166
